timestamp, distance1, distance2, distance3, distance4, distance5, linearVelocity, angularVelocity, axialPower, turnPower
00:00:15,291.801,269.041,256.812,253.001,208.237,4.591,-0.015,0.424,-0.004,
00:00:15,280.426,252.83,236.726,229.095,180.531,3.941,-0.018,0.271,-0.005,
00:00:15,281.183,246.415,225.394,213.659,209.126,2.953,-0.019,0.145,-0.005,
00:00:15,300.042,252.203,223.376,206.081,196.823,2.013,-0.019,0.126,-0.005,
00:00:16,342.643,272.46,231.99,207.476,192.951,1.623,-0.02,0.164,-0.005,
00:00:16,421.704,308.822,249.595,214.908,193.858,1.733,-0.02,0.251,-0.005,
00:00:16,413.167,370.804,278.453,228.489,198.851,2.248,-0.019,0.356,-0.005,
00:00:16,471.99,391.646,320.383,247.151,206.27,3.003,-0.018,0.476,-0.004,
00:00:16,491.621,439.649,375.517,268.937,214.56,4.008,-0.014,0.618,-0.003,
00:00:16,461.237,417.229,333.626,286.012,218.474,5.009,-0.011,0.683,-0.002,
00:00:16,427.352,402.836,314.466,305.037,221.83,5.579,-0.011,0.661,-0.003,
00:00:16,392.931,386.036,342.426,256.289,239.656,5.645,-0.013,0.601,-0.003,
00:00:16,415.771,354.526,306.021,256.463,230.014,5.436,-0.014,0.554,-0.003,
00:00:17,389.551,321.77,316.036,271.441,195.264,5.087,-0.014,0.504,-0.004,
00:00:17,369.056,344.347,283.88,282.498,240.551,4.686,-0.014,0.469,-0.004,
00:00:17,353.874,323.251,256.931,251.209,204.83,4.475,-0.014,0.484,-0.003,
00:00:17,340.942,304.404,282.697,223.122,221.147,4.403,-0.014,0.476,-0.003,
00:00:17,331.283,288.427,262.449,198.34,193.325,4.371,-0.013,0.494,-0.003,
00:00:17,322.646,274.387,245.167,227.827,170.552,4.431,-0.013,0.497,-0.003,
00:00:17,313.815,258.694,225.882,206.012,194.795,4.331,-0.013,0.439,-0.003,
00:00:17,313.073,249.79,213.176,190.985,177.874,4.05,-0.013,0.393,-0.003,
00:00:17,321.079,243.931,201.614,176.375,161.103,3.749,-0.013,0.385,-0.003,
00:00:18,701.16,244.116,194.073,165.222,147.748,3.646,-0.013,0.407,-0.003,
00:00:18,658.255,249.566,189.172,156.132,136.447,3.658,-0.012,0.399,-0.003,
00:00:18,621.277,263.458,187.107,148.566,126.375,3.599,-0.013,0.396,-0.003,
00:00:18,541.127,611.994,193.302,145.951,120.167,3.623,-0.013,0.416,-0.003,
00:00:18,517.564,579.11,204.936,146.335,116.549,3.725,-0.013,0.436,-0.003,
00:00:18,492.416,496.411,566.655,150.873,114.614,3.853,-0.013,0.445,-0.003,
00:00:18,469.934,466.473,526.645,164.066,116.993,3.97,-0.013,0.465,-0.003,
00:00:18,400.152,437.387,489.286,508.787,125.235,4.156,-0.012,0.498,-0.003,
00:00:18,301.796,410.015,407.576,467.057,494.466,4.431,-0.01,0.543,-0.002,
00:00:19,253.239,381.48,375.019,428.787,448.529,4.749,-0.008,0.574,-0.001,
00:00:19,225.13,349.983,341.471,343.554,406.753,4.998,-0.004,0.583,-0,
00:00:19,211.084,313.993,305.653,306.826,367.697,5.106,0,0.561,0.001,
00:00:19,214.384,282.311,275.395,277.025,337.637,4.971,0.003,0.496,0.001,
00:00:19,226.935,252.019,247.079,249.774,311.16,4.413,0.006,0.322,0.002,
00:00:19,232.57,223.254,221.115,225.813,289.823,3.163,0.01,0.137,0.003,
00:00:19,209.652,204.346,205.388,263.049,281.991,1.906,0.013,0.047,0.004,
00:00:19,195.694,194.178,198.676,261.855,286.795,1.114,0.015,0.049,0.004,
00:00:20,188.046,190.202,249.192,269.124,302.511,0.854,0.016,0.096,0.004,
00:00:20,183.504,188.807,253.35,279.452,322.474,0.988,0.016,0.163,0.004,
00:00:20,179.063,239.322,260.277,295.079,353.007,1.428,0.016,0.255,0.004,
00:00:20,222.204,238.106,265.138,309.708,386.405,2.212,0.014,0.39,0.003,
00:00:20,213.162,232.821,265.356,319.756,362.165,3.033,0.012,0.44,0.003,
00:00:20,204.54,227.14,264.386,328.171,334.132,3.514,0.012,0.462,0.003,
00:00:20,194.034,219.973,263.146,328.253,354.089,3.885,0.012,0.476,0.003,
00:00:20,183.811,213.281,263.544,289.467,321.513,4.115,0.012,0.481,0.003,
00:00:20,176.82,211.022,271.869,257.175,290.211,4.181,0.013,0.452,0.003,
00:00:20,173.027,212.824,238.928,273.708,291.973,4.052,0.013,0.417,0.003,
00:00:21,176.139,220.341,203.138,242.618,335,3.817,0.014,0.385,0.003,
00:00:21,185.73,182.318,220.967,214.64,311.473,3.55,0.014,0.346,0.003,
00:00:21,168.129,157.002,196.831,290.003,294.723,3.313,0.014,0.335,0.003,
00:00:21,140.209,181.233,175.687,272.006,280.468,3.196,0.013,0.35,0.003,
00:00:21,142.896,158.647,237.995,255.518,267.364,3.232,0.013,0.38,0.003,
00:00:21,137.837,133.555,229.798,236.833,305.084,3.394,0.013,0.4,0.003,
00:00:21,113.998,208.018,210.744,220.327,293.43,3.508,0.013,0.408,0.003,
00:00:21,113.893,184.558,190.017,202.138,281.367,3.561,0.013,0.386,0.003,
00:00:21,164.03,166,173.35,242.166,272.423,3.461,0.013,0.358,0.003,
00:00:22,142.347,146.347,155.438,229.181,264.131,3.205,0.013,0.303,0.003,
00:00:22,124.503,130.018,195.345,219.759,260.181,2.943,0.012,0.307,0.003,
00:00:22,109.04,115.64,184.806,212.516,259.269,2.939,0.011,0.356,0.003,
00:00:22,92.515,153.992,172.525,203.146,256.455,3.234,0.011,0.419,0.003,
00:00:22,127.441,139.437,159.268,192.493,252.947,3.6,0.01,0.445,0.003,
00:00:22,110.49,122.937,143.457,178.718,246.908,3.79,0.01,0.431,0.003,
00:00:22,97.054,109.752,130.846,168.308,246.316,3.789,0.011,0.408,0.003,
00:00:22,82.708,95.662,117.667,159.1,257.651,3.637,0.012,0.365,0.003,
00:00:23,71.719,85.432,109.752,160.234,314.404,3.346,0.014,0.326,0.004,
00:00:23,64.556,80.075,109.81,183.543,615.581,3.158,0.015,0.346,0.004,
00:00:23,60.511,78.625,117.305,245.582,1059.195,3.22,0.016,0.389,0.004,
00:00:23,59.278,83.019,145.872,686.414,1141.322,3.479,0.016,0.429,0.004,
00:00:23,63.092,99.487,253.307,1013.059,694.759,3.746,0.016,0.464,0.004,
00:00:23,78.581,154.022,792.001,1145.064,484.661,4.116,0.015,0.538,0.003,
00:00:23,112.885,340.477,1005,625.145,384.054,4.691,0.011,0.618,0.002,
00:00:23,169.024,726.175,1025.917,494.87,330.66,5.259,0.007,0.662,0.001,
00:00:23,253.649,880.115,1042.907,425.563,295.754,5.663,0.004,0.676,0.001,
00:00:24,346.84,840.535,1006.152,383.655,271.397,5.879,0.002,0.673,0,
00:00:24,423.208,805.704,971.653,356.947,253.84,5.945,0,0.663,-0,
00:00:24,479.521,765.633,930.462,336.894,239.344,5.927,-0.001,0.65,-0,
00:00:24,520.605,772.442,887.193,318.501,224.944,5.863,-0.001,0.64,-0,
00:00:24,497.672,732.201,844.49,305.009,213.406,5.799,-0.002,0.635,-0,
00:00:24,464.143,650.044,807.964,294.659,203.897,5.746,-0.002,0.629,-0.001,
00:00:24,431.921,617.007,772.104,290.308,197.621,5.696,-0.003,0.625,-0.001,
00:00:24,399.032,583.204,735.045,293.327,194.999,5.657,-0.004,0.623,-0.001,
00:00:24,361.593,544.864,644.498,304.942,195.358,5.635,-0.004,0.625,-0.001,
00:00:25,324.058,506.938,603.285,671.859,198.844,5.638,-0.004,0.627,-0.001,
00:00:25,284.836,468.079,513.918,626.108,203.75,5.631,-0.003,0.622,-0.001,
00:00:25,245.421,429.724,474.434,583.73,332.544,5.602,-0.002,0.617,-0,
00:00:25,214.746,396.765,441.297,549.204,579.587,5.559,-0,0.605,0,
00:00:25,223.105,357.259,402.311,509.612,538.081,5.449,0.001,0.583,0.001,
00:00:25,239.645,319.369,365.506,473.157,500.873,5.292,0.003,0.562,0.001,
00:00:25,266.571,281.377,377.076,437.616,465.327,5.11,0.004,0.532,0.001,
00:00:25,253.269,294.634,344.038,406.207,434.805,4.845,0.005,0.485,0.002,
00:00:25,218.25,262.07,313.587,377.894,408.04,4.494,0.006,0.446,0.002,
00:00:26,234.59,232.077,285.715,352.479,384.601,4.198,0.007,0.433,0.002,
00:00:26,204.915,252.808,309.986,329.901,364.383,4.06,0.008,0.443,0.002,
00:00:26,177.112,227.188,286.981,309.072,346.245,4.039,0.009,0.44,0.002,
00:00:26,202.044,254.853,268.146,292.272,332.262,3.931,0.01,0.397,0.003,
00:00:26,178.88,234.741,250.779,278.243,392.21,3.602,0.012,0.337,0.003,
00:00:26,208.592,219.074,238.287,270.194,399.011,3.222,0.013,0.307,0.003,
00:00:26,196.692,209.623,231.916,268.648,414.825,3.004,0.013,0.307,0.003,
00:00:26,186.493,201.841,227.473,343.584,438.893,2.92,0.013,0.324,0.003,
00:00:26,176.574,194.764,224.746,357.679,480.983,2.965,0.012,0.344,0.003,
00:00:27,166.814,187.677,295.281,375.889,539.586,3.063,0.011,0.361,0.003,
00:00:27,157.967,181.434,301.331,400.879,627.107,3.233,0.011,0.394,0.003,
00:00:27,151.23,247.153,309.132,430.042,717.795,3.448,0.01,0.429,0.002,
00:00:27,142.603,246.661,319.455,473.622,685.882,3.747,0.009,0.471,0.002,
00:00:27,200.073,245.522,330.689,531.031,799.847,4.16,0.009,0.538,0.002,
00:00:27,194.618,245.103,345.115,614.547,816.662,4.628,0.008,0.582,0.002,
00:00:27,188.577,244.48,363.178,599.591,784.091,4.982,0.008,0.593,0.002,
00:00:27,183.955,246.794,392.978,578.661,848.116,5.152,0.008,0.58,0.002,
00:00:27,184.423,256.318,442.097,673.054,870.11,5.14,0.008,0.56,0.002,
00:00:28,187.696,274.132,500.688,637,841.65,5.059,0.008,0.55,0.002,
00:00:28,196.46,305.497,461.378,650.93,864.366,4.992,0.008,0.547,0.002,
00:00:28,209.368,349.313,512.446,720.623,390.572,4.968,0.008,0.552,0.002,
00:00:28,232.379,401.637,538.116,690.141,334.973,4.994,0.007,0.565,0.002,
00:00:28,269.92,362.851,551.227,709.605,290.09,5.075,0.007,0.579,0.002,
00:00:28,318.658,383.023,516.358,729.141,256.585,5.176,0.006,0.597,0.001,
00:00:28,294.431,430.92,480.863,697.901,230.572,5.378,0.005,0.638,0.001,
00:00:28,253.642,392.265,541.126,714.562,207.345,5.629,0.004,0.661,0.001,
00:00:28,273.718,358.049,508.326,683.423,189.475,5.774,0.003,0.657,0.001,
00:00:29,321.672,365.003,468.437,644.747,264.218,5.869,0.003,0.674,0,
00:00:29,285.662,330.033,482.573,609.804,245.958,5.993,0.001,0.687,0,
00:00:29,244.004,289.044,441.104,566.636,953.139,6,0,0.678,0,
00:00:29,224.306,248.062,399.724,523.713,851.835,5.924,0.001,0.623,0.001,
00:00:29,209.902,304.241,360.244,484.15,813.781,5.658,0.003,0.581,0.001,
00:00:29,177.092,272.548,329.279,454.088,845.555,5.371,0.004,0.538,0.001,
00:00:29,141.424,238.122,295.849,475.557,822.411,5.009,0.005,0.499,0.001,
00:00:29,205.157,206.894,316.06,448.63,805.721,4.656,0.006,0.47,0.002,
00:00:29,175.001,226.543,288.662,479.91,856.882,4.425,0.006,0.467,0.002,
00:00:30,195.207,199.842,263.285,516.569,852.31,4.315,0.006,0.472,0.002,
00:00:30,168.681,223.779,291.652,557.706,850.778,4.312,0.006,0.487,0.001,
00:00:30,141.226,197.183,266.195,660.973,847.553,4.391,0.006,0.504,0.001,
00:00:30,167.284,175.018,299.817,649.088,844.979,4.477,0.005,0.513,0.001,
00:00:30,140.881,200.059,331.121,633.94,840.529,4.557,0.005,0.517,0.001,
00:00:30,114.244,173.627,306.459,684.525,835.864,4.613,0.005,0.521,0.001,
00:00:30,141.063,203.685,343.493,672.185,831.156,4.656,0.005,0.525,0.001,
00:00:30,114.177,176.71,378.489,656.429,824.143,4.702,0.005,0.531,0.001,
00:00:31,138.732,205.098,478.878,641.495,818.761,4.754,0.005,0.536,0.001,
00:00:31,113.578,179.751,458.785,626.714,813.908,4.8,0.004,0.54,0.001,
00:00:31,139.949,210.607,437.593,610.525,807.665,4.833,0.004,0.542,0.001,
00:00:31,114.308,242.737,482.457,592.663,799.61,4.864,0.004,0.545,0.001,
00:00:31,142.528,277.213,461.45,573.662,789.688,4.898,0.004,0.551,0.001,
00:00:31,175.609,316.94,442.667,555.838,778.529,4.936,0.004,0.556,0.001,
00:00:31,151.597,293.339,419.516,532.855,761.821,4.985,0.003,0.561,0.001,
00:00:31,182.268,268.539,394.371,506.539,739.263,5.025,0.003,0.562,0.001,
00:00:31,217.921,247.384,372.577,483.131,717.999,5.014,0.003,0.549,0.001,
00:00:32,194.729,286.97,346.57,454.859,692.165,4.962,0.003,0.544,0.001,
00:00:32,175.491,267.094,324.825,431.105,671.06,4.921,0.003,0.539,0.001,
00:00:32,154.124,245.405,301.446,406.669,655.332,4.863,0.004,0.527,0.001,
00:00:32,193.961,226.456,282.334,390.578,656.242,4.775,0.005,0.515,0.002,
00:00:32,180.162,212.783,269.841,384.683,627.604,4.659,0.006,0.487,0.002,
00:00:32,168.105,201.513,261.406,388.763,598.478,4.486,0.008,0.466,0.002,
00:00:32,159.121,194.347,259.74,410.241,612.554,4.321,0.008,0.456,0.002,
00:00:32,151.73,189.582,263.255,453.103,641.043,4.233,0.009,0.465,0.002,
00:00:32,147.038,188.59,274.505,529.446,617.006,4.244,0.009,0.482,0.002,
00:00:32,143.376,190.365,296.569,495.544,636.958,4.334,0.008,0.499,0.002,
00:00:33,141.367,195.709,334.426,493.155,609.936,4.452,0.008,0.513,0.002,
00:00:33,143.883,210.243,413.531,527,583.822,4.568,0.009,0.526,0.002,
00:00:33,149.798,234.953,401.636,543.975,607.619,4.691,0.009,0.542,0.002,
00:00:33,161.73,274.503,371.774,518.132,586.586,4.805,0.008,0.556,0.002,
00:00:33,180.757,342.626,433.01,487.835,561.545,4.95,0.008,0.573,0.002,
00:00:33,217.048,303.359,397.492,456.432,534.985,5.083,0.008,0.583,0.002,
00:00:33,274.188,269.852,412.23,426.443,509.409,5.195,0.008,0.595,0.002,
00:00:33,233.436,325.07,377.456,444.76,480.483,5.304,0.007,0.605,0.002,
00:00:34,205.599,288.077,342.676,412.232,449.541,5.38,0.006,0.599,0.001,
00:00:34,253.521,300.634,308.813,380.114,418.394,5.28,0.006,0.546,0.002,
00:00:34,217.391,266.748,276.471,349.936,389.687,4.941,0.008,0.487,0.002,
00:00:34,234.001,237.756,300.478,326.278,369.197,4.592,0.01,0.47,0.003,
00:00:34,205.56,211.488,277.438,305.999,353.075,4.407,0.01,0.471,0.003,
00:00:34,179.889,187.493,256.704,288.022,339.802,4.277,0.01,0.441,0.003,
00:00:34,159.499,220.058,240.614,274.611,331.526,3.955,0.011,0.343,0.003,
00:00:34,194.653,208.269,231.496,269.78,331.245,3.306,0.012,0.224,0.003,
00:00:34,183.794,200.563,228.333,274.718,298.116,2.442,0.014,0.158,0.004,
00:00:35,181.288,202.572,237.703,298.55,293.623,1.923,0.015,0.175,0.004,
00:00:35,183.16,210.401,256.309,270.767,352.793,1.858,0.015,0.228,0.004,
00:00:35,186.323,219.947,272.359,266.33,334.827,2.039,0.015,0.27,0.004,
00:00:35,194.176,238.129,243.068,327.228,364.812,2.351,0.015,0.32,0.004,
00:00:35,204.055,238.354,240.734,306.302,349.024,2.694,0.015,0.368,0.004,
00:00:35,219.069,208.732,294.67,319.237,332.914,3.077,0.014,0.414,0.003,
00:00:35,190.934,217.085,265.201,309.002,313.565,3.515,0.014,0.456,0.003,
00:00:35,169.005,243.11,272.524,284.151,342.932,3.857,0.013,0.457,0.003,
00:00:35,205.37,215.422,260.002,263.83,327.3,3.917,0.014,0.429,0.003,
00:00:36,191.32,233.809,233.975,241.484,310.64,3.854,0.014,0.418,0.003,
00:00:36,172.216,206.013,209.606,271.427,295.225,3.824,0.013,0.432,0.003,
00:00:36,180.475,180.94,187.107,253.333,281.261,3.915,0.013,0.458,0.003,
00:00:36,153.013,155.733,214.941,233.881,265.321,4.068,0.012,0.472,0.003,
00:00:36,127.565,131.727,193.719,214.677,249.212,4.137,0.011,0.455,0.003,
00:00:36,103.532,159.495,172.979,195.439,232.729,4.069,0.011,0.43,0.003,
00:00:36,130.016,138.223,152.483,175.985,215.803,3.753,0.011,0.338,0.003,
00:00:36,115.773,124.779,139.916,164.935,208.566,3.286,0.011,0.267,0.003,
00:00:36,102.044,111.957,128.323,155.839,206.357,2.646,0.012,0.193,0.003,
00:00:37,93.937,105.22,123.859,156.296,220.842,1.985,0.013,0.103,0.003,
00:00:37,91.359,104.538,126.658,167.092,570.213,1.384,0.014,0.059,0.004,
00:00:37,91.651,108.074,136.73,194.088,549.565,0.949,0.014,0.074,0.004,
00:00:37,95.829,117.228,157.078,554.639,487.723,0.92,0.014,0.129,0.003,
00:00:37,101.684,130.15,188.713,534.908,478.016,1.205,0.014,0.205,0.003,
00:00:37,109.117,147.607,534.871,469.983,421.438,1.818,0.012,0.333,0.003,
00:00:37,114.317,162.568,512.575,454.19,410.341,2.624,0.009,0.455,0.001,
00:00:37,116.41,512.875,490.471,436.031,394.843,3.463,0.005,0.521,0.001,
00:00:37,113.105,480.363,461.427,409.264,369.143,4.171,0.002,0.544,0,
00:00:38,479.944,446.493,429.604,378.382,338.109,4.55,0.001,0.542,0,
00:00:38,443.246,412.59,348.8,346.395,305.516,4.705,0,0.535,0,
00:00:38,406.139,378.044,315.537,313.356,271.678,4.754,-0,0.534,-0,
00:00:38,376.569,349.81,336.137,285.204,279.968,4.749,-0.003,0.51,-0.001,
00:00:38,347.027,320.005,305.5,253.001,257.026,4.482,-0.007,0.417,-0.003,
00:00:38,328.679,299.59,283.134,228.29,229.767,4.006,-0.01,0.353,-0.003,
00:00:38,316.405,282.989,263.19,253.17,203.192,3.502,-0.012,0.331,-0.003,
00:00:38,312.822,272.872,248.67,234.969,181.239,3.24,-0.014,0.337,-0.004,
00:00:38,319.252,269.338,239.208,221.185,211.668,3.19,-0.016,0.368,-0.004,
00:00:39,334.203,271.645,234.825,212.48,199.555,3.337,-0.016,0.417,-0.004,
00:00:39,355.147,275.488,230.744,203.831,187.647,3.643,-0.016,0.474,-0.004,
00:00:39,389.93,282.026,226.284,193.858,174.189,4.112,-0.015,0.535,-0.003,
00:00:39,386.967,289.563,220.836,182.968,160.345,4.597,-0.013,0.582,-0.003,
00:00:39,348.837,300.38,215.262,171.8,146.647,4.98,-0.012,0.602,-0.003,
00:00:39,362.379,320.291,213.286,163.601,136.043,5.233,-0.013,0.626,-0.003,
00:00:39,376.617,287.695,215.056,154.897,123.982,5.453,-0.013,0.616,-0.004,
00:00:39,345.125,251.737,233.742,155.301,118.986,5.387,-0.014,0.558,-0.004,
00:00:39,361.202,310.264,219.082,168.194,119.555,4.966,-0.016,0.445,-0.004,
00:00:40,337.217,279.73,183.961,190.242,137.56,4.216,-0.017,0.352,-0.004,
00:00:40,321.128,305.511,252.031,157.989,165.089,3.54,-0.017,0.291,-0.004,
00:00:40,368.275,293.377,234.603,208.596,140.775,3.066,-0.017,0.284,-0.004,
00:00:40,368.147,284.367,269.233,215.181,120.068,2.9,-0.016,0.328,-0.004,
00:00:40,372.404,331.473,256.407,245.77,195.057,3.145,-0.015,0.425,-0.004,
00:00:40,376.812,326.204,242.767,228.218,173.523,3.612,-0.014,0.456,-0.004,
00:00:40,381.768,320.189,283.123,209.746,200.087,3.909,-0.014,0.478,-0.003,
00:00:40,389.344,316.531,273.666,194.821,182.987,4.145,-0.013,0.502,-0.003,
00:00:40,399.614,311.422,261.631,231.635,162.616,4.347,-0.013,0.493,-0.003,
00:00:41,421.542,311.09,252.583,218.18,197.301,4.372,-0.013,0.489,-0.003,
00:00:41,751.416,313.555,245.924,207.476,184.267,4.395,-0.012,0.489,-0.003,
00:00:41,706.064,321.532,240.384,196.714,170.865,4.31,-0.012,0.441,-0.003,
00:00:41,618.606,703.33,240.556,189.83,160.807,4.038,-0.012,0.41,-0.003,
00:00:41,586.33,658.673,249.179,187.906,154.589,3.874,-0.011,0.423,-0.003,
00:00:41,557.539,619.733,266.331,189.742,150.926,3.883,-0.011,0.433,-0.003,
00:00:41,532.36,537.087,609.476,196.662,149.794,3.764,-0.012,0.382,-0.004,
00:00:41,487.412,511.841,574.369,220.09,158.53,3.602,-0.014,0.385,-0.004,
00:00:41,350.106,486.41,490.361,560.369,176.716,3.621,-0.014,0.429,-0.003,
00:00:42,331.219,463.901,460.461,520.463,550.11,3.878,-0.012,0.485,-0.002,
00:00:42,307.121,324.137,431.126,435.915,505.434,4.227,-0.008,0.52,-0.001,
00:00:42,276.842,267.3,401.712,403.666,468.498,4.474,-0.003,0.511,0,
00:00:42,250.209,267.412,374.579,376.661,440.847,4.432,0.003,0.454,0.002,
00:00:42,213.884,321.433,344.03,348.524,415.194,4.103,0.008,0.398,0.003,
00:00:42,206.247,319.321,317.461,325.453,396.779,3.794,0.01,0.384,0.003,
00:00:42,271.79,295.457,297.098,358.318,384.323,3.632,0.011,0.384,0.003,
00:00:42,273.113,270.074,275.377,341.41,372.327,3.568,0.011,0.4,0.003,
00:00:42,246.646,247.289,255.725,326.694,362.723,3.643,0.011,0.425,0.003,
00:00:43,221.006,224.703,287.03,311.93,353.317,3.792,0.012,0.449,0.003,
00:00:43,196.784,252.744,269.478,298.29,345.765,3.972,0.012,0.47,0.003,
00:00:43,173.547,232.801,252.443,285.166,339.489,4.152,0.012,0.491,0.003,
00:00:43,199.301,212.005,234.034,270.338,331.911,4.345,0.011,0.509,0.003,
00:00:43,178.72,193.195,217.41,257.511,327.97,4.391,0.011,0.467,0.003,
00:00:43,160.633,176.848,203.586,248.753,304.324,4.13,0.012,0.399,0.003,
00:00:43,147.586,165.551,195.251,247.086,275.611,3.751,0.013,0.331,0.004,
00:00:43,139.714,160.32,195.004,258.877,250.791,3.256,0.015,0.268,0.004,
00:00:43,136.415,160.965,203.843,242.098,278.755,2.807,0.015,0.249,0.004,
00:00:44,139.053,170.925,230.247,215.741,257.139,2.565,0.016,0.278,0.004,
00:00:44,145.749,188.93,203.235,243.087,240.027,2.624,0.016,0.321,0.004,
00:00:44,159.802,187.92,177.54,221.3,319.391,2.87,0.015,0.365,0.004,
00:00:44,170.49,158.887,201.473,200.287,303.87,3.176,0.015,0.407,0.004,
00:00:44,138.212,177.593,177.029,276.374,288.666,3.542,0.014,0.454,0.004,
00:00:44,131.798,150.669,150.485,254.208,323.348,3.916,0.014,0.492,0.003,
00:00:44,123.912,122,221.31,231.876,306.91,4.24,0.013,0.51,0.003,
00:00:44,96.489,192.524,198.076,210.545,290.273,4.369,0.012,0.49,0.003,
00:00:44,133.005,168.758,175.872,189.628,273.875,4.346,0.011,0.461,0.003,
00:00:45,144.093,147.252,155.379,226.559,258.619,4.112,0.011,0.386,0.003,
00:00:45,119.712,123.954,132.686,207.089,241.511,3.545,0.01,0.278,0.002,
00:00:45,101.637,106.62,115.817,194.045,231.678,2.795,0.01,0.205,0.002,
00:00:45,88.724,94.312,162.083,187.024,229.27,2.266,0.01,0.197,0.002,
00:00:45,77.831,83.851,154.93,182.51,230.558,2.044,0.009,0.215,0.002,
00:00:45,67.825,130.522,148.763,179.261,234.451,2.056,0.009,0.245,0.002,
00:00:45,58.4,123.047,142.421,175.358,237.501,2.175,0.009,0.269,0.002,
00:00:45,103.487,116.177,137.164,173.853,247.607,2.338,0.009,0.282,0.002,
00:00:46,94.53,107.973,130.494,171.471,261.547,2.415,0.01,0.261,0.003,
00:00:46,88.655,103.081,127.75,174.929,291.398,2.301,0.011,0.221,0.003,
00:00:46,83.809,100.011,128.832,189.06,376.52,2.097,0.012,0.21,0.003,
00:00:46,81.028,99.372,133.703,214.221,583.072,2.027,0.012,0.226,0.003,
00:00:46,79.442,101.297,145.855,275.328,913.109,2.107,0.012,0.265,0.003,
00:00:46,80.122,106.442,166.027,405.115,1141.775,2.335,0.012,0.317,0.003,
00:00:46,82.383,116.044,206.839,883.701,1230.143,2.759,0.011,0.382,0.003,
00:00:46,84.703,128.207,281.145,1054.532,742.022,3.241,0.01,0.437,0.002,
00:00:46,91.2,150.508,471.351,1081.758,580.804,3.73,0.008,0.491,0.002,
00:00:47,96.824,175.643,809.412,1156.748,500.186,4.176,0.006,0.524,0.001,
00:00:47,106.696,213.249,779.009,1133.194,450.055,4.488,0.005,0.536,0.001,
00:00:47,119.331,263.794,939.537,1106.937,414.896,4.678,0.004,0.541,0.001,
00:00:47,132.194,325.426,906.498,669.703,389.426,4.785,0.003,0.547,0.001,
00:00:47,148.434,407.487,922.678,612.593,368.419,4.884,0.002,0.558,0,
00:00:47,167.525,506.189,888.555,570.972,350.898,4.975,0.002,0.566,0,
00:00:47,183.999,589.226,858.987,545.558,338.853,5.046,0.001,0.572,0,
00:00:47,202.377,581.64,824.069,524.883,327.491,5.103,0,0.573,-0,
00:00:47,214.183,545.555,787.859,514.527,320.839,5.131,-0,0.572,-0,
00:00:48,228.191,509.547,751.504,876.003,313.181,5.137,-0,0.571,-0,
00:00:48,237.278,479.577,721.145,844.123,308.274,5.134,-0.001,0.57,-0,
00:00:48,244.714,443.634,684.691,805.753,304.311,5.128,-0.001,0.569,-0,
00:00:48,251.083,407.704,648.236,767.321,300.846,5.121,-0.001,0.568,-0,
00:00:48,256.542,371.776,611.801,728.892,297.774,5.116,-0.001,0.568,-0,
00:00:48,258.578,341.833,581.461,696.887,296.756,5.106,-0.001,0.565,-0,
00:00:48,260.397,310.866,550.159,663.943,415.155,5.094,-0.001,0.562,-0,
00:00:48,262.221,275.839,514.896,627.02,664.567,5.038,-0.001,0.541,0,
00:00:48,254.583,253.138,484.864,596.286,632.081,4.886,0.001,0.502,0.001,
00:00:49,219.129,314.6,452.3,564.604,600.387,4.594,0.004,0.46,0.001,
00:00:49,190.68,377.93,427.325,541.942,579.567,4.337,0.005,0.443,0.002,
00:00:49,184.017,347.135,399.284,517.456,558.181,4.138,0.006,0.439,0.002,
00:00:49,268.181,319.048,422.753,495.906,540.093,4.056,0.006,0.45,0.002,
00:00:49,292.941,339.598,397.831,473.983,521.053,4.118,0.006,0.482,0.001,
00:00:49,268.034,316.186,425.428,453.358,560.094,4.281,0.004,0.511,0.001,
00:00:49,237.565,286.596,396.452,424.079,530.604,4.5,0.002,0.531,0,
00:00:49,254.463,303.98,365.113,391.236,435.641,4.659,0.001,0.536,0,
00:00:49,223.377,272.847,332.995,356.981,397.712,4.743,0,0.533,-0,
00:00:50,195.332,244.651,303.752,325.62,362.76,4.762,-0,0.529,-0,
00:00:50,164.276,213.448,271.416,290.973,324.183,4.741,0,0.52,0,
00:00:50,184.268,185.346,242.484,260.172,290.153,4.702,0.001,0.516,0,
00:00:50,153.147,154.317,210.744,226.585,253.324,4.606,0.002,0.484,0.001
00:01:08,287.737,470.324,514.388,624.152,211.508,3.08,0.004,0.505,0.001,
00:01:08,263.736,447.794,493.972,605.981,197.361,3.794,0.004,0.517,0.001,
00:01:08,260.909,418.517,515.055,581.118,181.383,4.266,0.004,0.528,0.001,
00:01:08,294.482,390.837,488.905,556.218,275.849,4.505,0.003,0.532,0.001,
00:01:08,338.396,406.429,457.781,525.983,256.682,4.65,0.003,0.53,0.001,
00:01:08,332.878,374.158,426.502,495.129,238.102,4.707,0.002,0.528,0.001,
00:01:09,298.22,341.028,442.775,462.919,220.934,4.709,0.003,0.516,0.001,
00:01:09,264.642,309.011,411.875,432.336,469.961,4.653,0.003,0.508,0.001,
00:01:09,279.664,325.216,381.455,402.538,440.247,4.603,0.004,0.507,0.001,
00:01:09,247.359,294.715,352.457,374.341,412.485,4.593,0.005,0.513,0.001,
00:01:09,218.411,264.479,323.634,346.202,444.098,4.623,0.005,0.519,0.001,
